True Class,Predicted Class,Count,Error Rate
jang,ha,3,0.007142857142857143
jeon,il,3,0.007142857142857143
jang,hae,3,0.007142857142857143
ri,wi,3,0.007142857142857143
han,hwa,3,0.007142857142857143
han,hae,3,0.007142857142857143
jang,ra,3,0.007142857142857143
han,gyeong,3,0.007142857142857143
ri,yeo,3,0.007142857142857143
han,deul,3,0.007142857142857143
ro,dong,3,0.007142857142857143
jeok,jeon,3,0.007142857142857143
neun,reul,3,0.007142857142857143
ha,yeo,3,0.007142857142857143
neun,eu,3,0.007142857142857143
ro,so,3,0.007142857142857143
ra,hwa,3,0.007142857142857143
yong,seu,3,0.007142857142857143
choe,gi,3,0.007142857142857143
da,dae,3,0.007142857142857143
seong,eui,3,0.007142857142857143
wi,gye,3,0.007142857142857143
da,gi,3,0.007142857142857143
gu,a,3,0.007142857142857143
seu,jo,3,0.007142857142857143
seu,su,3,0.007142857142857143
yeo,gye,3,0.007142857142857143
su,gu,3,0.007142857142857143
gu,go,3,0.007142857142857143
choe,gim,3,0.007142857142857143
wi,choe,3,0.007142857142857143
guk,bak,3,0.007142857142857143
eui,a,3,0.007142857142857143
eui,eu,3,0.007142857142857143
seu,go,3,0.007142857142857143
da,na,3,0.007142857142857143
gim,geos,3,0.007142857142857143
e,eui,3,0.007142857142857143
gong,gu,3,0.007142857142857143
dong,ro,3,0.007142857142857143
seu,geu,3,0.007142857142857143
gong,gim,3,0.007142857142857143
wi,i,3,0.007142857142857143
dae,ri,3,0.007142857142857143
gim,il,3,0.007142857142857143
gong,deul,3,0.007142857142857143
dong,do,3,0.007142857142857143
gong,a,3,0.007142857142857143
seong,jeon,3,0.007142857142857143
seong,yeon,3,0.007142857142857143
wi,si,3,0.007142857142857143
bu,bak,3,0.007142857142857143
do,go,3,0.007142857142857143
eun,dong,3,0.007142857142857143
yeon,jeon,3,0.007142857142857143
eun,deul,3,0.007142857142857143
so,do,3,0.007142857142857143
ga,gu,3,0.007142857142857143
yeon,wi,3,0.007142857142857143
eun,gong,3,0.007142857142857143
a,eui,3,0.007142857142857143
bo,gim,3,0.007142857142857143
yeon,gyeong,3,0.007142857142857143
gwa,go,3,0.007142857142857143
guk,eun,3,0.007142857142857143
gwa,gu,3,0.007142857142857143
bo,il,3,0.007142857142857143
bo,ro,3,0.007142857142857143
si,ri,3,0.007142857142857143
seo,je,3,0.007142857142857143
ra,yeon,2,0.004761904761904762
eul,yeo,2,0.004761904761904762
eui,iss,2,0.004761904761904762
in,gyeong,2,0.004761904761904762
eun,do,2,0.004761904761904762
jang,han,2,0.004761904761904762
ra,choe,2,0.004761904761904762
jang,jeok,2,0.004761904761904762
dong,deul,2,0.004761904761904762
in,eui,2,0.004761904761904762
ra,dae,2,0.004761904761904762
e,gye,2,0.004761904761904762
eul,il,2,0.004761904761904762
iss,si,2,0.004761904761904762
ja,dae,2,0.004761904761904762
ra,gye,2,0.004761904761904762
dong,a,2,0.004761904761904762
eu,so,2,0.004761904761904762
eui,seo,2,0.004761904761904762
wi,dae,2,0.004761904761904762
su,a,2,0.004761904761904762
eu,do,2,0.004761904761904762
iss,gi,2,0.004761904761904762
ja,ra,2,0.004761904761904762
ja,sa,2,0.004761904761904762
eo,si,2,0.004761904761904762
iss,in,2,0.004761904761904762
jang,choe,2,0.004761904761904762
so,geu,2,0.004761904761904762
gwa,ja,2,0.004761904761904762
so,eui,2,0.004761904761904762
neun,eul,2,0.004761904761904762
je,eui,2,0.004761904761904762
jo,gim,2,0.004761904761904762
bu,reul,2,0.004761904761904762
ji,ga,2,0.004761904761904762
na,ja,2,0.004761904761904762
yeon,go,2,0.004761904761904762
ji,jeok,2,0.004761904761904762
ji,si,2,0.004761904761904762
bo,eui,2,0.004761904761904762
jo,deul,2,0.004761904761904762
na,hwa,2,0.004761904761904762
na,ha,2,0.004761904761904762
bo,do,2,0.004761904761904762
jo,gong,2,0.004761904761904762
je,hae,2,0.004761904761904762
yeon,ri,2,0.004761904761904762
jo,gyeong,2,0.004761904761904762
bak,na,2,0.004761904761904762
bak,guk,2,0.004761904761904762
yeon,yeo,2,0.004761904761904762
a,yeo,2,0.004761904761904762
a,si,2,0.004761904761904762
na,dae,2,0.004761904761904762
ju,ga,2,0.004761904761904762
ju,gye,2,0.004761904761904762
ju,su,2,0.004761904761904762
na,ra,2,0.004761904761904762
jeong,yeon,2,0.004761904761904762
na,su,2,0.004761904761904762
yeo,eui,2,0.004761904761904762
do,eu,2,0.004761904761904762
je,seo,2,0.004761904761904762
ra,a,2,0.004761904761904762
jeok,eo,2,0.004761904761904762
deul,eun,2,0.004761904761904762
dae,wi,2,0.004761904761904762
neun,seu,2,0.004761904761904762
a,da,2,0.004761904761904762
won,seong,2,0.004761904761904762
jeon,gye,2,0.004761904761904762
dae,eui,2,0.004761904761904762
dae,a,2,0.004761904761904762
jeon,in,2,0.004761904761904762
yeo,a,2,0.004761904761904762
da,ha,2,0.004761904761904762
da,gye,2,0.004761904761904762
jeong,a,2,0.004761904761904762
jeong,dae,2,0.004761904761904762
jeong,e,2,0.004761904761904762
jeong,geos,2,0.004761904761904762
da,geu,2,0.004761904761904762
da,eo,2,0.004761904761904762
da,e,2,0.004761904761904762
reul,gong,2,0.004761904761904762
ju,reul,2,0.004761904761904762
seo,ji,2,0.004761904761904762
ri,jeong,2,0.004761904761904762
gyeong,in,2,0.004761904761904762
seu,do,2,0.004761904761904762
gim,ri,2,0.004761904761904762
gim,in,2,0.004761904761904762
sa,ji,2,0.004761904761904762
gyeong,gi,2,0.004761904761904762
ri,ra,2,0.004761904761904762
hwa,bu,2,0.004761904761904762
go,gyeong,2,0.004761904761904762
guk,go,2,0.004761904761904762
ri,iss,2,0.004761904761904762
sa,sang,2,0.004761904761904762
ri,in,2,0.004761904761904762
guk,jo,2,0.004761904761904762
gim,bo,2,0.004761904761904762
gi,si,2,0.004761904761904762
guk,eul,2,0.004761904761904762
guk,eo,2,0.004761904761904762
gi,ja,2,0.004761904761904762
seo,yeo,2,0.004761904761904762
gong,sang,2,0.004761904761904762
gong,gyeong,2,0.004761904761904762
ha,ra,2,0.004761904761904762
gu,da,2,0.004761904761904762
gong,guk,2,0.004761904761904762
sa,da,2,0.004761904761904762
ha,wi,2,0.004761904761904762
ha,eun,2,0.004761904761904762
guk,do,2,0.004761904761904762
sa,gwa,2,0.004761904761904762
sa,i,2,0.004761904761904762
guk,a,2,0.004761904761904762
ro,eun,2,0.004761904761904762
guk,da,2,0.004761904761904762
hae,seong,2,0.004761904761904762
go,in,2,0.004761904761904762
ri,hae,2,0.004761904761904762
ha,han,2,0.004761904761904762
sang,jang,2,0.004761904761904762
eun,seu,2,0.004761904761904762
ga,guk,2,0.004761904761904762
ri,da,2,0.004761904761904762
ga,ju,2,0.004761904761904762
gwa,eu,2,0.004761904761904762
gwa,geu,2,0.004761904761904762
gwa,na,2,0.004761904761904762
i,gye,2,0.004761904761904762
si,jeok,2,0.004761904761904762
gye,hae,2,0.004761904761904762
geos,gyeong,2,0.004761904761904762
gwa,a,2,0.004761904761904762
eun,gu,2,0.004761904761904762
geu,so,2,0.004761904761904762
guk,reul,2,0.004761904761904762
hwa,ra,2,0.004761904761904762
na,yeo,1,0.002380952380952381
ju,ro,1,0.002380952380952381
sa,hwa,1,0.002380952380952381
sa,hae,1,0.002380952380952381
na,ri,1,0.002380952380952381
na,si,1,0.002380952380952381
seo,wi,1,0.002380952380952381
na,bo,1,0.002380952380952381
yeo,gi,1,0.002380952380952381
sa,gong,1,0.002380952380952381
yeo,dae,1,0.002380952380952381
yong,ju,1,0.002380952380952381
na,yong,1,0.002380952380952381
yong,neun,1,0.002380952380952381
neun,a,1,0.002380952380952381
sa,eo,1,0.002380952380952381
yong,ra,1,0.002380952380952381
yong,ha,1,0.002380952380952381
ro,won,1,0.002380952380952381
seo,a,1,0.002380952380952381
sang,jeong,1,0.002380952380952381
sang,bu,1,0.002380952380952381
yeo,wi,1,0.002380952380952381
sa,jang,1,0.002380952380952381
sang,eui,1,0.002380952380952381
yeon,jeong,1,0.002380952380952381
sang,gi,1,0.002380952380952381
sang,gyeong,1,0.002380952380952381
sa,ri,1,0.002380952380952381
na,ga,1,0.002380952380952381
yeon,seong,1,0.002380952380952381
seong,a,1,0.002380952380952381
sa,je,1,0.002380952380952381
seo,gi,1,0.002380952380952381
yong,a,1,0.002380952380952381
yong,eul,1,0.002380952380952381
yong,deul,1,0.002380952380952381
yeon,eui,1,0.002380952380952381
sang,han,1,0.002380952380952381
yeon,dae,1,0.002380952380952381
sang,in,1,0.002380952380952381
seo,seong,1,0.002380952380952381
yeon,da,1,0.002380952380952381
seo,hae,1,0.002380952380952381
yeon,bak,1,0.002380952380952381
na,ju,1,0.002380952380952381
reul,il,1,0.002380952380952381
seong,il,1,0.002380952380952381
seong,e,1,0.002380952380952381
si,choe,1,0.002380952380952381
ra,jang,1,0.002380952380952381
ra,in,1,0.002380952380952381
si,gim,1,0.002380952380952381
si,eui,1,0.002380952380952381
su,geu,1,0.002380952380952381
ri,eui,1,0.002380952380952381
si,bo,1,0.002380952380952381
ra,jo,1,0.002380952380952381
si,a,1,0.002380952380952381
seu,reul,1,0.002380952380952381
seu,ju,1,0.002380952380952381
wi,gim,1,0.002380952380952381
ra,gi,1,0.002380952380952381
ra,geu,1,0.002380952380952381
ra,jeon,1,0.002380952380952381
ri,e,1,0.002380952380952381
ri,je,1,0.002380952380952381
si,seong,1,0.002380952380952381
reul,jo,1,0.002380952380952381
reul,ju,1,0.002380952380952381
si,yeo,1,0.002380952380952381
so,bo,1,0.002380952380952381
reul,yeon,1,0.002380952380952381
reul,do,1,0.002380952380952381
reul,a,1,0.002380952380952381
ra,ju,1,0.002380952380952381
ra,yong,1,0.002380952380952381
so,e,1,0.002380952380952381
ri,bak,1,0.002380952380952381
si,na,1,0.002380952380952381
ra,sa,1,0.002380952380952381
so,eun,1,0.002380952380952381
wi,hae,1,0.002380952380952381
wi,iss,1,0.002380952380952381
neun,bu,1,0.002380952380952381
reul,in,1,0.002380952380952381
ro,gim,1,0.002380952380952381
seong,iss,1,0.002380952380952381
seong,in,1,0.002380952380952381
won,han,1,0.002380952380952381
neun,ju,1,0.002380952380952381
ro,guk,1,0.002380952380952381
ro,gyeong,1,0.002380952380952381
neun,so,1,0.002380952380952381
neun,dong,1,0.002380952380952381
ro,in,1,0.002380952380952381
ro,jeong,1,0.002380952380952381
neun,do,1,0.002380952380952381
ro,ju,1,0.002380952380952381
won,wi,1,0.002380952380952381
won,gyeong,1,0.002380952380952381
won,gim,1,0.002380952380952381
wi,jeong,1,0.002380952380952381
seong,si,1,0.002380952380952381
wi,ji,1,0.002380952380952381
seu,bo,1,0.002380952380952381
seu,a,1,0.002380952380952381
ri,won,1,0.002380952380952381
ra,bo,1,0.002380952380952381
wi,won,1,0.002380952380952381
ro,bo,1,0.002380952380952381
won,geos,1,0.002380952380952381
ro,da,1,0.002380952380952381
seong,sa,1,0.002380952380952381
neun,yong,1,0.002380952380952381
neun,su,1,0.002380952380952381
won,dong,1,0.002380952380952381
won,eui,1,0.002380952380952381
seo,dae,1,0.002380952380952381
a,bak,1,0.002380952380952381
ju,jeok,1,0.002380952380952381
gi,e,1,0.002380952380952381
geos,il,1,0.002380952380952381
geos,jeok,1,0.002380952380952381
geos,reul,1,0.002380952380952381
geu,gong,1,0.002380952380952381
geu,gu,1,0.002380952380952381
geu,seu,1,0.002380952380952381
gi,ga,1,0.002380952380952381
ga,jang,1,0.002380952380952381
gi,geos,1,0.002380952380952381
gi,gyeong,1,0.002380952380952381
gi,je,1,0.002380952380952381
gi,ri,1,0.002380952380952381
gi,sa,1,0.002380952380952381
gi,seu,1,0.002380952380952381
ga,ra,1,0.002380952380952381
ga,iss,1,0.002380952380952381
gim,ga,1,0.002380952380952381
eul,guk,1,0.002380952380952381
eui,so,1,0.002380952380952381
eui,yeo,1,0.002380952380952381
eul,bak,1,0.002380952380952381
eul,dong,1,0.002380952380952381
eul,eui,1,0.002380952380952381
eul,go,1,0.002380952380952381
eul,jo,1,0.002380952380952381
ga,hwa,1,0.002380952380952381
eul,yong,1,0.002380952380952381
eun,a,1,0.002380952380952381
eun,so,1,0.002380952380952381
ga,e,1,0.002380952380952381
ga,eu,1,0.002380952380952381
ga,gyeong,1,0.002380952380952381
gi,yeo,1,0.002380952380952381
gim,gi,1,0.002380952380952381
eui,in,1,0.002380952380952381
guk,gye,1,0.002380952380952381
gu,eu,1,0.002380952380952381
gu,guk,1,0.002380952380952381
gu,seong,1,0.002380952380952381
guk,deul,1,0.002380952380952381
guk,gi,1,0.002380952380952381
guk,gim,1,0.002380952380952381
guk,iss,1,0.002380952380952381
gong,ju,1,0.002380952380952381
guk,neun,1,0.002380952380952381
guk,ra,1,0.002380952380952381
guk,seu,1,0.002380952380952381
gwa,dae,1,0.002380952380952381
gwa,eui,1,0.002380952380952381
gwa,gi,1,0.002380952380952381
gu,bu,1,0.002380952380952381
gong,jo,1,0.002380952380952381
gim,iss,1,0.002380952380952381
go,neun,1,0.002380952380952381
gim,ro,1,0.002380952380952381
gim,yeon,1,0.002380952380952381
go,a,1,0.002380952380952381
go,gu,1,0.002380952380952381
go,il,1,0.002380952380952381
go,jeok,1,0.002380952380952381
go,ro,1,0.002380952380952381
gong,jeon,1,0.002380952380952381
go,seu,1,0.002380952380952381
go,so,1,0.002380952380952381
gong,bak,1,0.002380952380952381
gong,do,1,0.002380952380952381
gong,eu,1,0.002380952380952381
gong,eui,1,0.002380952380952381
eui,si,1,0.002380952380952381
eui,gye,1,0.002380952380952381
ju,ja,1,0.002380952380952381
bu,hwa,1,0.002380952380952381
bo,ju,1,0.002380952380952381
bo,seong,1,0.002380952380952381
bo,so,1,0.002380952380952381
bu,a,1,0.002380952380952381
bu,gyeong,1,0.002380952380952381
bu,ha,1,0.002380952380952381
bu,ju,1,0.002380952380952381
bo,dong,1,0.002380952380952381
bu,su,1,0.002380952380952381
bu,yong,1,0.002380952380952381
choe,bak,1,0.002380952380952381
choe,gyeong,1,0.002380952380952381
choe,hae,1,0.002380952380952381
choe,jeok,1,0.002380952380952381
bo,jo,1,0.002380952380952381
bak,seu,1,0.002380952380952381
choe,ra,1,0.002380952380952381
a,sa,1,0.002380952380952381
a,dong,1,0.002380952380952381
a,ga,1,0.002380952380952381
a,gi,1,0.002380952380952381
a,gu,1,0.002380952380952381
a,ha,1,0.002380952380952381
a,na,1,0.002380952380952381
a,seu,1,0.002380952380952381
bak,ri,1,0.002380952380952381
a,su,1,0.002380952380952381
bak,bo,1,0.002380952380952381
bak,da,1,0.002380952380952381
bak,eo,1,0.002380952380952381
bak,gye,1,0.002380952380952381
bak,ra,1,0.002380952380952381
choe,jeon,1,0.002380952380952381
choe,wi,1,0.002380952380952381
eui,choe,1,0.002380952380952381
e,si,1,0.002380952380952381
dong,gu,1,0.002380952380952381
dong,guk,1,0.002380952380952381
dong,il,1,0.002380952380952381
dong,neun,1,0.002380952380952381
e,gi,1,0.002380952380952381
e,seu,1,0.002380952380952381
e,wi,1,0.002380952380952381
dong,eul,1,0.002380952380952381
eo,bak,1,0.002380952380952381
eo,ri,1,0.002380952380952381
eo,seo,1,0.002380952380952381
eu,seu,1,0.002380952380952381
eu,yong,1,0.002380952380952381
eui,bak,1,0.002380952380952381
dong,gim,1,0.002380952380952381
dong,bak,1,0.002380952380952381
da,do,1,0.002380952380952381
dae,seo,1,0.002380952380952381
da,hwa,1,0.002380952380952381
da,ja,1,0.002380952380952381
da,jeong,1,0.002380952380952381
dae,gi,1,0.002380952380952381
dae,i,1,0.002380952380952381
dae,ji,1,0.002380952380952381
deul,gong,1,0.002380952380952381
do,so,1,0.002380952380952381
deul,il,1,0.002380952380952381
deul,in,1,0.002380952380952381
deul,jo,1,0.002380952380952381
deul,yeon,1,0.002380952380952381
do,bo,1,0.002380952380952381
do,deul,1,0.002380952380952381
gwa,gye,1,0.002380952380952381
gwa,jeong,1,0.002380952380952381
gwa,ji,1,0.002380952380952381
jang,dae,1,0.002380952380952381
ja,a,1,0.002380952380952381
ja,choe,1,0.002380952380952381
ja,geos,1,0.002380952380952381
ja,gim,1,0.002380952380952381
ja,ha,1,0.002380952380952381
ja,ju,1,0.002380952380952381
jang,eun,1,0.002380952380952381
iss,ri,1,0.002380952380952381
jang,geos,1,0.002380952380952381
jang,gu,1,0.002380952380952381
jang,guk,1,0.002380952380952381
jang,gye,1,0.002380952380952381
jang,hwa,1,0.002380952380952381
je,da,1,0.002380952380952381
iss,seong,1,0.002380952380952381
iss,ja,1,0.002380952380952381
je,won,1,0.002380952380952381
in,sa,1,0.002380952380952381
in,deul,1,0.002380952380952381
in,do,1,0.002380952380952381
in,eo,1,0.002380952380952381
in,gong,1,0.002380952380952381
in,i,1,0.002380952380952381
in,jo,1,0.002380952380952381
in,seong,1,0.002380952380952381
iss,gyeong,1,0.002380952380952381
in,si,1,0.002380952380952381
in,so,1,0.002380952380952381
iss,choe,1,0.002380952380952381
iss,gim,1,0.002380952380952381
iss,go,1,0.002380952380952381
iss,gong,1,0.002380952380952381
je,si,1,0.002380952380952381
je,yeo,1,0.002380952380952381
gwa,ju,1,0.002380952380952381
jo,yeon,1,0.002380952380952381
ji,hae,1,0.002380952380952381
ji,wi,1,0.002380952380952381
jo,eu,1,0.002380952380952381
jo,eul,1,0.002380952380952381
jo,guk,1,0.002380952380952381
jo,in,1,0.002380952380952381
jo,yong,1,0.002380952380952381
ji,a,1,0.002380952380952381
ju,dong,1,0.002380952380952381
